name,price,category,brand,url,sku,variant,color,description,spec_Framefit,spec_Bottom_bracket,spec_Voorderailleur,hero_image_1_url,hero_image_1_path,hero_image_1_filename,hero_image_2_url,hero_image_2_path,hero_image_2_filename,hero_image_3_url,hero_image_3_path,hero_image_3_filename,hero_image_4_url,hero_image_4_path,hero_image_4_filename,hero_image_5_url,hero_image_5_path,hero_image_5_filename,hero_image_6_url,hero_image_6_path,hero_image_6_filename,hero_image_7_url,hero_image_7_path,hero_image_7_filename,hero_image_8_url,hero_image_8_path,hero_image_8_filename,hero_image_9_url,hero_image_9_path,hero_image_9_filename,hero_image_10_url,hero_image_10_path,hero_image_10_filename,hero_image_11_url,hero_image_11_path,hero_image_11_filename,hero_image_12_url,hero_image_12_path,hero_image_12_filename,hero_image_13_url,hero_image_13_path,hero_image_13_filename,hero_image_14_url,hero_image_14_path,hero_image_14_filename,hero_image_15_url,hero_image_15_path,hero_image_15_filename,hero_image_16_url,hero_image_16_path,hero_image_16_filename,hero_image_17_url,hero_image_17_path,hero_image_17_filename,hero_image_18_url,hero_image_18_path,hero_image_18_filename,hero_image_19_url,hero_image_19_path,hero_image_19_filename,hero_image_20_url,hero_image_20_path,hero_image_20_filename,hero_image_21_url,hero_image_21_path,hero_image_21_filename,hero_image_22_url,hero_image_22_path,hero_image_22_filename,hero_image_23_url,hero_image_23_path,hero_image_23_filename,hero_image_24_url,hero_image_24_path,hero_image_24_filename,hero_image_25_url,hero_image_25_path,hero_image_25_filename,hero_image_26_url,hero_image_26_path,hero_image_26_filename
Madone SL 6 Gen 7,5999.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/41466/,41466,grey,Grey,,H1.5 Race*,"Praxis, T47 met schroefdraad, interne lagers*",,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL7-25-46220-A-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL7-25-46220-A-Primary_01.jpg,MadoneSL7-25-46220-A-Primary_01.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL6AXS-25-46221-A-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL6AXS-25-46221-A-Primary_02.jpg,MadoneSL6AXS-25-46221-A-Primary_02.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL5-25-46218-A-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL5-25-46218-A-Primary_03.jpg,MadoneSL5-25-46218-A-Primary_03.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL6-25-46219-C-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL6-25-46219-C-Primary_04.jpg,MadoneSL6-25-46219-C-Primary_04.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL7-26-57664-D-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL7-26-57664-D-Primary_05.jpg,MadoneSL7-26-57664-D-Primary_05.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL6AXS-26-57663-A-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL6AXS-26-57663-A-Primary_06.jpg,MadoneSL6AXS-26-57663-A-Primary_06.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL6-26-57662-C-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL6-26-57662-C-Primary_07.jpg,MadoneSL6-26-57662-C-Primary_07.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSLDiscFrameset_22_35084_A_Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSLDiscFrameset_22_35084_A_Primary_08.jpg,MadoneSLDiscFrameset_22_35084_A_Primary_08.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSLDiscFrameset_20_29529_A_Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSLDiscFrameset_20_29529_A_Primary_09.jpg,MadoneSLDiscFrameset_20_29529_A_Primary_09.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSLFrameset-24-44369-A-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSLFrameset-24-44369-A-Primary_10.jpg,MadoneSLFrameset-24-44369-A-Primary_10.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL5-26-57653-B-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL5-26-57653-B-Primary_11.jpg,MadoneSL5-26-57653-B-Primary_11.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSLDiscFrameset-25-46766-C-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSLDiscFrameset-25-46766-C-Primary_12.jpg,MadoneSLDiscFrameset-25-46766-C-Primary_12.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL5-25-46218-B-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL5-25-46218-B-Primary_13.jpg,MadoneSL5-25-46218-B-Primary_13.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL6-25-46219-A-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL6-25-46219-A-Primary_14.jpg,MadoneSL6-25-46219-A-Primary_14.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL6-25-46219-B-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL6-25-46219-B-Primary_15.jpg,MadoneSL6-25-46219-B-Primary_15.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL7-26-57664-B-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL7-26-57664-B-Primary_16.jpg,MadoneSL7-26-57664-B-Primary_16.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL7-26-57664-C-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL7-26-57664-C-Primary_17.jpg,MadoneSL7-26-57664-C-Primary_17.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL7-26-57664-A-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL7-26-57664-A-Primary_18.jpg,MadoneSL7-26-57664-A-Primary_18.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL6-26-57662-A-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL6-26-57662-A-Primary_19.jpg,MadoneSL6-26-57662-A-Primary_19.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL6-26-57662-D-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL6-26-57662-D-Primary_20.jpg,MadoneSL6-26-57662-D-Primary_20.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL6-26-57662-B-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL6-26-57662-B-Primary_21.jpg,MadoneSL6-26-57662-B-Primary_21.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL5-26-57653-A-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL5-26-57653-A-Primary_22.jpg,MadoneSL5-26-57653-A-Primary_22.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL5-26-57653-D-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL5-26-57653-D-Primary_23.jpg,MadoneSL5-26-57653-D-Primary_23.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSL5-26-57653-C-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSL5-26-57653-C-Primary_24.jpg,MadoneSL5-26-57653-C-Primary_24.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/MadoneSLDiscFrameset-25-46766-B-Primary",images/Trek/Madone_SL_6_Gen_7/MadoneSLDiscFrameset-25-46766-B-Primary_25.jpg,MadoneSLDiscFrameset-25-46766-B-Primary_25.jpg,https://media.trekbikes.com/image/upload/w_1200/MadoneSL6-24-41466-A-Portrait,images/Trek/Madone_SL_6_Gen_7/MadoneSL6-24-41466-A-Portrait_26.jpg,MadoneSL6-24-41466-A-Portrait_26.jpg
Checkpoint SL 7 AXS Gen 3,5999.0,Checkpoint,Trek,https://www.trekbikes.com/nl/nl_NL/p/55097/,55097,green_black,Green/Black,,Endurance*,"SRAM DUB, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domane+ SLR 6,6999.0,Electric road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/46163/,46163,black_grey,Black/Grey,,Endurance*,"Praxis, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domane SLR 7 gen 4,7499.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/57892/,57892,green,Green,,Endurance*,"Praxis, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Checkmate SLR 7 AXS,7499.0,Gravel bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/58668/,58668,greendark_greenlight,Green dark/Green light,,Endurance*,"SRAM DUB, T47 met schroefdraad, interne lagers*","1x, geen voorderailleur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domane SLR 7 AXS Gen 4,7999.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/57915/,57915,green,Green,,Endurance*,"SRAM DUB, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madone SLR 7 Gen 8,7999.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/46687/,46687,blue,Blue,,H1.5 Race*,"Praxis, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madone SLR 7 AXS,8499.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/58135/,58135,blue,Blue,,H1.5 Race*,"SRAM DUB, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domane+ SLR 7,8499.0,Electric road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/58151/,58151,green,Green,,Endurance*,"Praxis, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed Concept SLR 7,8499.0,Triathlon bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/35577/,35577,reddark_black,Red dark/Black,,Triatlon*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domane+ SLR 6 Pro,8499.0,Electric road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/36703/,36703,black_grey,Black/Grey,,Endurance*,"Praxis, T47 met schroefdraad, interne lagers*",,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR6-26-46164-A-Primary",images/Trek/Domane_SLR_6_Pro/DomanePlusSLR6-26-46164-A-Primary_01.jpg,DomanePlusSLR6-26-46164-A-Primary_01.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR9-26-58187-C-Primary",images/Trek/Domane_SLR_6_Pro/DomanePlusSLR9-26-58187-C-Primary_02.jpg,DomanePlusSLR9-26-58187-C-Primary_02.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7-26-58152-A-Primary",images/Trek/Domane_SLR_6_Pro/DomanePlusSLR7-26-58152-A-Primary_03.jpg,DomanePlusSLR7-26-58152-A-Primary_03.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR9_23_36742_C_Primary",images/Trek/Domane_SLR_6_Pro/DomanePlusSLR9_23_36742_C_Primary_04.jpg,DomanePlusSLR9_23_36742_C_Primary_04.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7eTapUS-24-41482-D-Primary",images/Trek/Domane_SLR_6_Pro/DomanePlusSLR7eTapUS-24-41482-D-Primary_05.jpg,DomanePlusSLR7eTapUS-24-41482-D-Primary_05.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7_23_36711_C_Primary",images/Trek/Domane_SLR_6_Pro/DomanePlusSLR7_23_36711_C_Primary_06.jpg,DomanePlusSLR7_23_36711_C_Primary_06.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR9-26-58187-D-Primary",images/Trek/Domane_SLR_6_Pro/DomanePlusSLR9-26-58187-D-Primary_07.jpg,DomanePlusSLR9-26-58187-D-Primary_07.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR9-26-58187-A-Primary",images/Trek/Domane_SLR_6_Pro/DomanePlusSLR9-26-58187-A-Primary_08.jpg,DomanePlusSLR9-26-58187-A-Primary_08.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR9-26-58187-B-Primary",images/Trek/Domane_SLR_6_Pro/DomanePlusSLR9-26-58187-B-Primary_09.jpg,DomanePlusSLR9-26-58187-B-Primary_09.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7-26-58152-D-Primary",images/Trek/Domane_SLR_6_Pro/DomanePlusSLR7-26-58152-D-Primary_10.jpg,DomanePlusSLR7-26-58152-D-Primary_10.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7-26-58152-C-Primary",images/Trek/Domane_SLR_6_Pro/DomanePlusSLR7-26-58152-C-Primary_11.jpg,DomanePlusSLR7-26-58152-C-Primary_11.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7-26-58152-B-Primary",images/Trek/Domane_SLR_6_Pro/DomanePlusSLR7-26-58152-B-Primary_12.jpg,DomanePlusSLR7-26-58152-B-Primary_12.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR9-25-36742-B-primary",images/Trek/Domane_SLR_6_Pro/DomanePlusSLR9-25-36742-B-primary_13.jpg,DomanePlusSLR9-25-36742-B-primary_13.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7-25-36711-A-Primary",images/Trek/Domane_SLR_6_Pro/DomanePlusSLR7-25-36711-A-Primary_14.jpg,DomanePlusSLR7-25-36711-A-Primary_14.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7-25-36711-B-Primary",images/Trek/Domane_SLR_6_Pro/DomanePlusSLR7-25-36711-B-Primary_15.jpg,DomanePlusSLR7-25-36711-B-Primary_15.jpg,https://media.trekbikes.com/image/upload/w_1200/DomanePlusSLR6_23_36701_A_Portrait,images/Trek/Domane_SLR_6_Pro/DomanePlusSLR6_23_36701_A_Portrait_16.jpg,DomanePlusSLR6_23_36701_A_Portrait_16.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed Concept SLR 7 AXS,8999.0,Triathlon bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/56332/,56332,reddark_black,Red dark/Black,,Triatlon*,"SRAM DUB, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Checkmate SLR 9 AXS,9999.0,Gravel bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/46152/,46152,greendark_greenlight,Green dark/Green light,,Endurance*,"SRAM DUB, T47 met schroefdraad, interne lagers*","1x, geen voorderailleur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domane SLR 9 Gen 4,10499.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/57942/,57942,green,Green,,Endurance*,"Praxis, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domane+ SLR 7 AXS,10599.0,Electric road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/41481/,41481,black,Black,,Endurance*,"SRAM DUB, T47 met schroefdraad, interne lagers*",,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR6-26-46164-A-Primary",images/Trek/Domane_SLR_7_AXS/DomanePlusSLR6-26-46164-A-Primary_01.jpg,DomanePlusSLR6-26-46164-A-Primary_01.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR9-26-58187-C-Primary",images/Trek/Domane_SLR_7_AXS/DomanePlusSLR9-26-58187-C-Primary_02.jpg,DomanePlusSLR9-26-58187-C-Primary_02.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7-26-58152-A-Primary",images/Trek/Domane_SLR_7_AXS/DomanePlusSLR7-26-58152-A-Primary_03.jpg,DomanePlusSLR7-26-58152-A-Primary_03.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR9_23_36742_C_Primary",images/Trek/Domane_SLR_7_AXS/DomanePlusSLR9_23_36742_C_Primary_04.jpg,DomanePlusSLR9_23_36742_C_Primary_04.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7_23_36711_C_Primary",images/Trek/Domane_SLR_7_AXS/DomanePlusSLR7_23_36711_C_Primary_05.jpg,DomanePlusSLR7_23_36711_C_Primary_05.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR6_23_36701_A_Primary",images/Trek/Domane_SLR_7_AXS/DomanePlusSLR6_23_36701_A_Primary_06.jpg,DomanePlusSLR6_23_36701_A_Primary_06.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR9-26-58187-D-Primary",images/Trek/Domane_SLR_7_AXS/DomanePlusSLR9-26-58187-D-Primary_07.jpg,DomanePlusSLR9-26-58187-D-Primary_07.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR9-26-58187-A-Primary",images/Trek/Domane_SLR_7_AXS/DomanePlusSLR9-26-58187-A-Primary_08.jpg,DomanePlusSLR9-26-58187-A-Primary_08.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR9-26-58187-B-Primary",images/Trek/Domane_SLR_7_AXS/DomanePlusSLR9-26-58187-B-Primary_09.jpg,DomanePlusSLR9-26-58187-B-Primary_09.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7-26-58152-D-Primary",images/Trek/Domane_SLR_7_AXS/DomanePlusSLR7-26-58152-D-Primary_10.jpg,DomanePlusSLR7-26-58152-D-Primary_10.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7-26-58152-C-Primary",images/Trek/Domane_SLR_7_AXS/DomanePlusSLR7-26-58152-C-Primary_11.jpg,DomanePlusSLR7-26-58152-C-Primary_11.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7-26-58152-B-Primary",images/Trek/Domane_SLR_7_AXS/DomanePlusSLR7-26-58152-B-Primary_12.jpg,DomanePlusSLR7-26-58152-B-Primary_12.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR9-25-36742-B-primary",images/Trek/Domane_SLR_7_AXS/DomanePlusSLR9-25-36742-B-primary_13.jpg,DomanePlusSLR9-25-36742-B-primary_13.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7-25-36711-A-Primary",images/Trek/Domane_SLR_7_AXS/DomanePlusSLR7-25-36711-A-Primary_14.jpg,DomanePlusSLR7-25-36711-A-Primary_14.jpg,"https://media.trekbikes.com/image/upload/c_pad,w_1360,h_1020,f_jpg,fl_progressive:semi,q_auto,fl_strip_profile/DomanePlusSLR7-25-36711-B-Primary",images/Trek/Domane_SLR_7_AXS/DomanePlusSLR7-25-36711-B-Primary_15.jpg,DomanePlusSLR7-25-36711-B-Primary_15.jpg,https://media.trekbikes.com/image/upload/w_1200/DomanePlusSLR7eTapUS-24-41482-A-Portrait,images/Trek/Domane_SLR_7_AXS/DomanePlusSLR7eTapUS-24-41482-A-Portrait_16.jpg,DomanePlusSLR7eTapUS-24-41482-A-Portrait_16.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domane SLR 9 AXS Gen 4,10999.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/57944/,57944,green,Green,,Endurance*,"SRAM DUB, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domane+ SLR 9,10999.0,Electric road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/58185/,58185,green,Green,,Endurance*,"Praxis, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed Concept SLR 9,11499.0,Triathlon bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/35757/,35757,reddark_black,Red dark/Black,,Triatlon*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madone SLR 9 gen 8,11499.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/46707/,46707,blue,Blue,,H1.5 Race*,"Praxis, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madone SLR 9 AXS 1x Gen 8,11499.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/64879/,64879,blue,Blue,,H1.5 Race*,"SRAM DUB, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed Concept SLR 9 AXS,11999.0,Triathlon bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/48020/,48020,reddark_black,Red dark/Black,,Triatlon*,"SRAM DUB, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madone SLR 9 AXS Gen 8,11999.0,Performance road bikes,Trek,https://www.trekbikes.com/nl/nl_NL/p/46151/,46151,blue,Blue,,H1.5 Race*,"SRAM DUB, T47 met schroefdraad, interne lagers*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
